species,island,sex,year,measurement,value
Adelie,Biscoe,female,2009,body_mass_g,3900
Adelie,Biscoe,male,2009,bill_length_mm,42.7
Adelie,Biscoe,male,2009,bill_depth_mm,18.3
Adelie,Biscoe,male,2009,flipper_length_mm,196
Adelie,Biscoe,male,2009,body_mass_g,4075
Adelie,Torgersen,female,2009,bill_length_mm,38.6
Adelie,Torgersen,female,2009,bill_depth_mm,17
Adelie,Torgersen,female,2009,flipper_length_mm,188
Adelie,Torgersen,female,2009,body_mass_g,2900
Adelie,Torgersen,male,2009,bill_length_mm,37.3
Adelie,Torgersen,male,2009,bill_depth_mm,20.5
Adelie,Torgersen,male,2009,flipper_length_mm,199
Adelie,Torgersen,male,2009,body_mass_g,3775
Adelie,Torgersen,female,2009,bill_length_mm,35.7
Adelie,Torgersen,female,2009,bill_depth_mm,17
Adelie,Torgersen,female,2009,flipper_length_mm,189
Adelie,Torgersen,female,2009,body_mass_g,3350
Adelie,Torgersen,male,2009,bill_length_mm,41.1
Adelie,Torgersen,male,2009,bill_depth_mm,18.6
Adelie,Torgersen,male,2009,flipper_length_mm,189
Adelie,Torgersen,male,2009,body_mass_g,3325
Adelie,Torgersen,female,2009,bill_length_mm,36.2
Adelie,Torgersen,female,2009,bill_depth_mm,17.2
Adelie,Torgersen,female,2009,flipper_length_mm,187
Adelie,Torgersen,female,2009,body_mass_g,3150
Adelie,Torgersen,male,2009,bill_length_mm,37.7
Adelie,Torgersen,male,2009,bill_depth_mm,19.8
Adelie,Torgersen,male,2009,flipper_length_mm,198
Adelie,Torgersen,male,2009,body_mass_g,3500
Adelie,Torgersen,female,2009,bill_length_mm,40.2
Adelie,Torgersen,female,2009,bill_depth_mm,17
Adelie,Torgersen,female,2009,flipper_length_mm,176
Adelie,Torgersen,female,2009,body_mass_g,3450
Adelie,Torgersen,male,2009,bill_length_mm,41.4
Adelie,Torgersen,male,2009,bill_depth_mm,18.5
Adelie,Torgersen,male,2009,flipper_length_mm,202
Adelie,Torgersen,male,2009,body_mass_g,3875
Adelie,Torgersen,female,2009,bill_length_mm,35.2
Adelie,Torgersen,female,2009,bill_depth_mm,15.9
Adelie,Torgersen,female,2009,flipper_length_mm,186
Adelie,Torgersen,female,2009,body_mass_g,3050
Adelie,Torgersen,male,2009,bill_length_mm,40.6
Adelie,Torgersen,male,2009,bill_depth_mm,19
Adelie,Torgersen,male,2009,flipper_length_mm,199
Adelie,Torgersen,male,2009,body_mass_g,4000
Adelie,Torgersen,female,2009,bill_length_mm,38.8
Adelie,Torgersen,female,2009,bill_depth_mm,17.6
Adelie,Torgersen,female,2009,flipper_length_mm,191
Adelie,Torgersen,female,2009,body_mass_g,3275
Adelie,Torgersen,male,2009,bill_length_mm,41.5
Adelie,Torgersen,male,2009,bill_depth_mm,18.3
Adelie,Torgersen,male,2009,flipper_length_mm,195
Adelie,Torgersen,male,2009,body_mass_g,4300
Adelie,Torgersen,female,2009,bill_length_mm,39
Adelie,Torgersen,female,2009,bill_depth_mm,17.1
Adelie,Torgersen,female,2009,flipper_length_mm,191
Adelie,Torgersen,female,2009,body_mass_g,3050
Adelie,Torgersen,male,2009,bill_length_mm,44.1
Adelie,Torgersen,male,2009,bill_depth_mm,18
Adelie,Torgersen,male,2009,flipper_length_mm,210
Adelie,Torgersen,male,2009,body_mass_g,4000
Adelie,Torgersen,female,2009,bill_length_mm,38.5
Adelie,Torgersen,female,2009,bill_depth_mm,17.9
Adelie,Torgersen,female,2009,flipper_length_mm,190
Adelie,Torgersen,female,2009,body_mass_g,3325
Adelie,Torgersen,male,2009,bill_length_mm,43.1
Adelie,Torgersen,male,2009,bill_depth_mm,19.2
Adelie,Torgersen,male,2009,flipper_length_mm,197
Adelie,Torgersen,male,2009,body_mass_g,3500
Adelie,Dream,female,2009,bill_length_mm,36.8
Adelie,Dream,female,2009,bill_depth_mm,18.5
Adelie,Dream,female,2009,flipper_length_mm,193
Adelie,Dream,female,2009,body_mass_g,3500
Adelie,Dream,male,2009,bill_length_mm,37.5
Adelie,Dream,male,2009,bill_depth_mm,18.5
Adelie,Dream,male,2009,flipper_length_mm,199
Adelie,Dream,male,2009,body_mass_g,4475
Adelie,Dream,female,2009,bill_length_mm,38.1
Adelie,Dream,female,2009,bill_depth_mm,17.6
Adelie,Dream,female,2009,flipper_length_mm,187
Adelie,Dream,female,2009,body_mass_g,3425
Adelie,Dream,male,2009,bill_length_mm,41.1
Adelie,Dream,male,2009,bill_depth_mm,17.5
Adelie,Dream,male,2009,flipper_length_mm,190
Adelie,Dream,male,2009,body_mass_g,3900
Adelie,Dream,female,2009,bill_length_mm,35.6
Adelie,Dream,female,2009,bill_depth_mm,17.5
Adelie,Dream,female,2009,flipper_length_mm,191
Adelie,Dream,female,2009,body_mass_g,3175
Adelie,Dream,male,2009,bill_length_mm,40.2
Adelie,Dream,male,2009,bill_depth_mm,20.1
Adelie,Dream,male,2009,flipper_length_mm,200
Adelie,Dream,male,2009,body_mass_g,3975
Adelie,Dream,female,2009,bill_length_mm,37
Adelie,Dream,female,2009,bill_depth_mm,16.5
Adelie,Dream,female,2009,flipper_length_mm,185
Adelie,Dream,female,2009,body_mass_g,3400
Adelie,Dream,male,2009,bill_length_mm,39.7
Adelie,Dream,male,2009,bill_depth_mm,17.9
Adelie,Dream,male,2009,flipper_length_mm,193
Adelie,Dream,male,2009,body_mass_g,4250
Adelie,Dream,female,2009,bill_length_mm,40.2
Adelie,Dream,female,2009,bill_depth_mm,17.1
Adelie,Dream,female,2009,flipper_length_mm,193
Adelie,Dream,female,2009,body_mass_g,3400
Adelie,Dream,male,2009,bill_length_mm,40.6
Adelie,Dream,male,2009,bill_depth_mm,17.2
Adelie,Dream,male,2009,flipper_length_mm,187
Adelie,Dream,male,2009,body_mass_g,3475
Adelie,Dream,female,2009,bill_length_mm,32.1
Adelie,Dream,female,2009,bill_depth_mm,15.5
Adelie,Dream,female,2009,flipper_length_mm,188
Adelie,Dream,female,2009,body_mass_g,3050
Adelie,Dream,male,2009,bill_length_mm,40.7
Adelie,Dream,male,2009,bill_depth_mm,17
Adelie,Dream,male,2009,flipper_length_mm,190
Adelie,Dream,male,2009,body_mass_g,3725
Adelie,Dream,female,2009,bill_length_mm,37.3
Adelie,Dream,female,2009,bill_depth_mm,16.8
Adelie,Dream,female,2009,flipper_length_mm,192
Adelie,Dream,female,2009,body_mass_g,3000
Adelie,Dream,male,2009,bill_length_mm,39
Adelie,Dream,male,2009,bill_depth_mm,18.7
Adelie,Dream,male,2009,flipper_length_mm,185
Adelie,Dream,male,2009,body_mass_g,3650
Adelie,Dream,male,2009,bill_length_mm,39.2
Adelie,Dream,male,2009,bill_depth_mm,18.6
Adelie,Dream,male,2009,flipper_length_mm,190
Adelie,Dream,male,2009,body_mass_g,4250
Adelie,Dream,female,2009,bill_length_mm,36.6
Adelie,Dream,female,2009,bill_depth_mm,18.4
Adelie,Dream,female,2009,flipper_length_mm,184
Adelie,Dream,female,2009,body_mass_g,3475
Adelie,Dream,female,2009,bill_length_mm,36
Adelie,Dream,female,2009,bill_depth_mm,17.8
Adelie,Dream,female,2009,flipper_length_mm,195
Adelie,Dream,female,2009,body_mass_g,3450
Adelie,Dream,male,2009,bill_length_mm,37.8
Adelie,Dream,male,2009,bill_depth_mm,18.1
Adelie,Dream,male,2009,flipper_length_mm,193
Adelie,Dream,male,2009,body_mass_g,3750
Adelie,Dream,female,2009,bill_length_mm,36
Adelie,Dream,female,2009,bill_depth_mm,17.1
Adelie,Dream,female,2009,flipper_length_mm,187
Adelie,Dream,female,2009,body_mass_g,3700
Adelie,Dream,male,2009,bill_length_mm,41.5
Adelie,Dream,male,2009,bill_depth_mm,18.5
Adelie,Dream,male,2009,flipper_length_mm,201
Adelie,Dream,male,2009,body_mass_g,4000
Gentoo,Biscoe,female,2007,bill_length_mm,46.1
Gentoo,Biscoe,female,2007,bill_depth_mm,13.2
Gentoo,Biscoe,female,2007,flipper_length_mm,211
Gentoo,Biscoe,female,2007,body_mass_g,4500
Gentoo,Biscoe,male,2007,bill_length_mm,50
Gentoo,Biscoe,male,2007,bill_depth_mm,16.3
Gentoo,Biscoe,male,2007,flipper_length_mm,230
Gentoo,Biscoe,male,2007,body_mass_g,5700
Gentoo,Biscoe,female,2007,bill_length_mm,48.7
Gentoo,Biscoe,female,2007,bill_depth_mm,14.1
Gentoo,Biscoe,female,2007,flipper_length_mm,210
Gentoo,Biscoe,female,2007,body_mass_g,4450
Gentoo,Biscoe,male,2007,bill_length_mm,50
Gentoo,Biscoe,male,2007,bill_depth_mm,15.2
Gentoo,Biscoe,male,2007,flipper_length_mm,218
Gentoo,Biscoe,male,2007,body_mass_g,5700
Gentoo,Biscoe,male,2007,bill_length_mm,47.6
Gentoo,Biscoe,male,2007,bill_depth_mm,14.5
Gentoo,Biscoe,male,2007,flipper_length_mm,215
Gentoo,Biscoe,male,2007,body_mass_g,5400
Gentoo,Biscoe,female,2007,bill_length_mm,46.5
Gentoo,Biscoe,female,2007,bill_depth_mm,13.5
Gentoo,Biscoe,female,2007,flipper_length_mm,210
Gentoo,Biscoe,female,2007,body_mass_g,4550
Gentoo,Biscoe,female,2007,bill_length_mm,45.4
Gentoo,Biscoe,female,2007,bill_depth_mm,14.6
Gentoo,Biscoe,female,2007,flipper_length_mm,211
Gentoo,Biscoe,female,2007,body_mass_g,4800
Gentoo,Biscoe,male,2007,bill_length_mm,46.7
Gentoo,Biscoe,male,2007,bill_depth_mm,15.3
Gentoo,Biscoe,male,2007,flipper_length_mm,219
Gentoo,Biscoe,male,2007,body_mass_g,5200
Gentoo,Biscoe,female,2007,bill_length_mm,43.3
Gentoo,Biscoe,female,2007,bill_depth_mm,13.4
Gentoo,Biscoe,female,2007,flipper_length_mm,209
Gentoo,Biscoe,female,2007,body_mass_g,4400
Gentoo,Biscoe,male,2007,bill_length_mm,46.8
Gentoo,Biscoe,male,2007,bill_depth_mm,15.4
Gentoo,Biscoe,male,2007,flipper_length_mm,215
Gentoo,Biscoe,male,2007,body_mass_g,5150
Gentoo,Biscoe,female,2007,bill_length_mm,40.9
Gentoo,Biscoe,female,2007,bill_depth_mm,13.7
Gentoo,Biscoe,female,2007,flipper_length_mm,214
Gentoo,Biscoe,female,2007,body_mass_g,4650
Gentoo,Biscoe,male,2007,bill_length_mm,49
Gentoo,Biscoe,male,2007,bill_depth_mm,16.1
Gentoo,Biscoe,male,2007,flipper_length_mm,216
Gentoo,Biscoe,male,2007,body_mass_g,5550
Gentoo,Biscoe,female,2007,bill_length_mm,45.5
Gentoo,Biscoe,female,2007,bill_depth_mm,13.7
Gentoo,Biscoe,female,2007,flipper_length_mm,214
Gentoo,Biscoe,female,2007,body_mass_g,4650
Gentoo,Biscoe,male,2007,bill_length_mm,48.4
Gentoo,Biscoe,male,2007,bill_depth_mm,14.6
Gentoo,Biscoe,male,2007,flipper_length_mm,213
Gentoo,Biscoe,male,2007,body_mass_g,5850
Gentoo,Biscoe,female,2007,bill_length_mm,45.8
Gentoo,Biscoe,female,2007,bill_depth_mm,14.6
Gentoo,Biscoe,female,2007,flipper_length_mm,210
Gentoo,Biscoe,female,2007,body_mass_g,4200
Gentoo,Biscoe,male,2007,bill_length_mm,49.3
Gentoo,Biscoe,male,2007,bill_depth_mm,15.7
Gentoo,Biscoe,male,2007,flipper_length_mm,217
Gentoo,Biscoe,male,2007,body_mass_g,5850
Gentoo,Biscoe,female,2007,bill_length_mm,42
Gentoo,Biscoe,female,2007,bill_depth_mm,13.5
Gentoo,Biscoe,female,2007,flipper_length_mm,210
Gentoo,Biscoe,female,2007,body_mass_g,4150
Gentoo,Biscoe,male,2007,bill_length_mm,49.2
Gentoo,Biscoe,male,2007,bill_depth_mm,15.2
Gentoo,Biscoe,male,2007,flipper_length_mm,221
Gentoo,Biscoe,male,2007,body_mass_g,6300
Gentoo,Biscoe,female,2007,bill_length_mm,46.2
Gentoo,Biscoe,female,2007,bill_depth_mm,14.5
Gentoo,Biscoe,female,2007,flipper_length_mm,209
Gentoo,Biscoe,female,2007,body_mass_g,4800
Gentoo,Biscoe,male,2007,bill_length_mm,48.7
Gentoo,Biscoe,male,2007,bill_depth_mm,15.1
Gentoo,Biscoe,male,2007,flipper_length_mm,222
Gentoo,Biscoe,male,2007,body_mass_g,5350
Gentoo,Biscoe,male,2007,bill_length_mm,50.2
Gentoo,Biscoe,male,2007,bill_depth_mm,14.3
Gentoo,Biscoe,male,2007,flipper_length_mm,218
Gentoo,Biscoe,male,2007,body_mass_g,5700
Gentoo,Biscoe,female,2007,bill_length_mm,45.1
Gentoo,Biscoe,female,2007,bill_depth_mm,14.5
Gentoo,Biscoe,female,2007,flipper_length_mm,215
Gentoo,Biscoe,female,2007,body_mass_g,5000
Gentoo,Biscoe,female,2007,bill_length_mm,46.5
Gentoo,Biscoe,female,2007,bill_depth_mm,14.5
Gentoo,Biscoe,female,2007,flipper_length_mm,213
Gentoo,Biscoe,female,2007,body_mass_g,4400
Gentoo,Biscoe,male,2007,bill_length_mm,46.3
Gentoo,Biscoe,male,2007,bill_depth_mm,15.8
Gentoo,Biscoe,male,2007,flipper_length_mm,215
Gentoo,Biscoe,male,2007,body_mass_g,5050
Gentoo,Biscoe,female,2007,bill_length_mm,42.9
Gentoo,Biscoe,female,2007,bill_depth_mm,13.1
Gentoo,Biscoe,female,2007,flipper_length_mm,215
Gentoo,Biscoe,female,2007,body_mass_g,5000
Gentoo,Biscoe,male,2007,bill_length_mm,46.1
Gentoo,Biscoe,male,2007,bill_depth_mm,15.1
Gentoo,Biscoe,male,2007,flipper_length_mm,215
Gentoo,Biscoe,male,2007,body_mass_g,5100
Gentoo,Biscoe,NA,2007,bill_length_mm,44.5
Gentoo,Biscoe,NA,2007,bill_depth_mm,14.3
Gentoo,Biscoe,NA,2007,flipper_length_mm,216
Gentoo,Biscoe,NA,2007,body_mass_g,4100
Gentoo,Biscoe,male,2007,bill_length_mm,47.8
Gentoo,Biscoe,male,2007,bill_depth_mm,15
Gentoo,Biscoe,male,2007,flipper_length_mm,215
Gentoo,Biscoe,male,2007,body_mass_g,5650
Gentoo,Biscoe,female,2007,bill_length_mm,48.2
Gentoo,Biscoe,female,2007,bill_depth_mm,14.3
Gentoo,Biscoe,female,2007,flipper_length_mm,210
Gentoo,Biscoe,female,2007,body_mass_g,4600
Gentoo,Biscoe,male,2007,bill_length_mm,50
Gentoo,Biscoe,male,2007,bill_depth_mm,15.3
Gentoo,Biscoe,male,2007,flipper_length_mm,220
Gentoo,Biscoe,male,2007,body_mass_g,5550
Gentoo,Biscoe,male,2007,bill_length_mm,47.3
Gentoo,Biscoe,male,2007,bill_depth_mm,15.3
Gentoo,Biscoe,male,2007,flipper_length_mm,222
Gentoo,Biscoe,male,2007,body_mass_g,5250
Gentoo,Biscoe,female,2007,bill_length_mm,42.8
Gentoo,Biscoe,female,2007,bill_depth_mm,14.2
Gentoo,Biscoe,female,2007,flipper_length_mm,209
Gentoo,Biscoe,female,2007,body_mass_g,4700
Gentoo,Biscoe,female,2007,bill_length_mm,45.1
Gentoo,Biscoe,female,2007,bill_depth_mm,14.5
Gentoo,Biscoe,female,2007,flipper_length_mm,207
Gentoo,Biscoe,female,2007,body_mass_g,5050
Gentoo,Biscoe,male,2007,bill_length_mm,59.6
Gentoo,Biscoe,male,2007,bill_depth_mm,17
Gentoo,Biscoe,male,2007,flipper_length_mm,230
Gentoo,Biscoe,male,2007,body_mass_g,6050
Gentoo,Biscoe,female,2008,bill_length_mm,49.1
Gentoo,Biscoe,female,2008,bill_depth_mm,14.8
Gentoo,Biscoe,female,2008,flipper_length_mm,220
Gentoo,Biscoe,female,2008,body_mass_g,5150
Gentoo,Biscoe,male,2008,bill_length_mm,48.4
Gentoo,Biscoe,male,2008,bill_depth_mm,16.3
Gentoo,Biscoe,male,2008,flipper_length_mm,220
Gentoo,Biscoe,male,2008,body_mass_g,5400
Gentoo,Biscoe,female,2008,bill_length_mm,42.6
Gentoo,Biscoe,female,2008,bill_depth_mm,13.7
Gentoo,Biscoe,female,2008,flipper_length_mm,213
Gentoo,Biscoe,female,2008,body_mass_g,4950
Gentoo,Biscoe,male,2008,bill_length_mm,44.4
Gentoo,Biscoe,male,2008,bill_depth_mm,17.3
Gentoo,Biscoe,male,2008,flipper_length_mm,219
Gentoo,Biscoe,male,2008,body_mass_g,5250
Gentoo,Biscoe,female,2008,bill_length_mm,44
Gentoo,Biscoe,female,2008,bill_depth_mm,13.6
Gentoo,Biscoe,female,2008,flipper_length_mm,208
Gentoo,Biscoe,female,2008,body_mass_g,4350
Gentoo,Biscoe,male,2008,bill_length_mm,48.7
Gentoo,Biscoe,male,2008,bill_depth_mm,15.7
Gentoo,Biscoe,male,2008,flipper_length_mm,208
Gentoo,Biscoe,male,2008,body_mass_g,5350
Gentoo,Biscoe,female,2008,bill_length_mm,42.7
Gentoo,Biscoe,female,2008,bill_depth_mm,13.7
Gentoo,Biscoe,female,2008,flipper_length_mm,208
Gentoo,Biscoe,female,2008,body_mass_g,3950
Gentoo,Biscoe,male,2008,bill_length_mm,49.6
Gentoo,Biscoe,male,2008,bill_depth_mm,16
Gentoo,Biscoe,male,2008,flipper_length_mm,225
Gentoo,Biscoe,male,2008,body_mass_g,5700
Gentoo,Biscoe,female,2008,bill_length_mm,45.3
Gentoo,Biscoe,female,2008,bill_depth_mm,13.7
Gentoo,Biscoe,female,2008,flipper_length_mm,210
Gentoo,Biscoe,female,2008,body_mass_g,4300
Gentoo,Biscoe,male,2008,bill_length_mm,49.6
Gentoo,Biscoe,male,2008,bill_depth_mm,15
Gentoo,Biscoe,male,2008,flipper_length_mm,216
Gentoo,Biscoe,male,2008,body_mass_g,4750
Gentoo,Biscoe,male,2008,bill_length_mm,50.5
Gentoo,Biscoe,male,2008,bill_depth_mm,15.9
Gentoo,Biscoe,male,2008,flipper_length_mm,222
Gentoo,Biscoe,male,2008,body_mass_g,5550
Gentoo,Biscoe,female,2008,bill_length_mm,43.6
Gentoo,Biscoe,female,2008,bill_depth_mm,13.9
Gentoo,Biscoe,female,2008,flipper_length_mm,217
Gentoo,Biscoe,female,2008,body_mass_g,4900
Gentoo,Biscoe,female,2008,bill_length_mm,45.5
Gentoo,Biscoe,female,2008,bill_depth_mm,13.9
Gentoo,Biscoe,female,2008,flipper_length_mm,210
Gentoo,Biscoe,female,2008,body_mass_g,4200
Gentoo,Biscoe,male,2008,bill_length_mm,50.5
Gentoo,Biscoe,male,2008,bill_depth_mm,15.9
Gentoo,Biscoe,male,2008,flipper_length_mm,225
Gentoo,Biscoe,male,2008,body_mass_g,5400
Gentoo,Biscoe,female,2008,bill_length_mm,44.9
Gentoo,Biscoe,female,2008,bill_depth_mm,13.3
Gentoo,Biscoe,female,2008,flipper_length_mm,213
Gentoo,Biscoe,female,2008,body_mass_g,5100
Gentoo,Biscoe,male,2008,bill_length_mm,45.2
Gentoo,Biscoe,male,2008,bill_depth_mm,15.8
Gentoo,Biscoe,male,2008,flipper_length_mm,215
Gentoo,Biscoe,male,2008,body_mass_g,5300
Gentoo,Biscoe,female,2008,bill_length_mm,46.6
Gentoo,Biscoe,female,2008,bill_depth_mm,14.2
Gentoo,Biscoe,female,2008,flipper_length_mm,210
Gentoo,Biscoe,female,2008,body_mass_g,4850
Gentoo,Biscoe,male,2008,bill_length_mm,48.5
Gentoo,Biscoe,male,2008,bill_depth_mm,14.1
Gentoo,Biscoe,male,2008,flipper_length_mm,220
Gentoo,Biscoe,male,2008,body_mass_g,5300
Gentoo,Biscoe,female,2008,bill_length_mm,45.1
Gentoo,Biscoe,female,2008,bill_depth_mm,14.4
Gentoo,Biscoe,female,2008,flipper_length_mm,210
Gentoo,Biscoe,female,2008,body_mass_g,4400
Gentoo,Biscoe,male,2008,bill_length_mm,50.1
Gentoo,Biscoe,male,2008,bill_depth_mm,15
Gentoo,Biscoe,male,2008,flipper_length_mm,225
Gentoo,Biscoe,male,2008,body_mass_g,5000
Gentoo,Biscoe,female,2008,bill_length_mm,46.5
Gentoo,Biscoe,female,2008,bill_depth_mm,14.4
Gentoo,Biscoe,female,2008,flipper_length_mm,217
Gentoo,Biscoe,female,2008,body_mass_g,4900
Gentoo,Biscoe,male,2008,bill_length_mm,45
Gentoo,Biscoe,male,2008,bill_depth_mm,15.4
Gentoo,Biscoe,male,2008,flipper_length_mm,220
Gentoo,Biscoe,male,2008,body_mass_g,5050
Gentoo,Biscoe,female,2008,bill_length_mm,43.8
Gentoo,Biscoe,female,2008,bill_depth_mm,13.9
Gentoo,Biscoe,female,2008,flipper_length_mm,208
Gentoo,Biscoe,female,2008,body_mass_g,4300
Gentoo,Biscoe,male,2008,bill_length_mm,45.5
Gentoo,Biscoe,male,2008,bill_depth_mm,15
Gentoo,Biscoe,male,2008,flipper_length_mm,220
Gentoo,Biscoe,male,2008,body_mass_g,5000
Gentoo,Biscoe,female,2008,bill_length_mm,43.2
Gentoo,Biscoe,female,2008,bill_depth_mm,14.5
Gentoo,Biscoe,female,2008,flipper_length_mm,208
Gentoo,Biscoe,female,2008,body_mass_g,4450
Gentoo,Biscoe,male,2008,bill_length_mm,50.4
Gentoo,Biscoe,male,2008,bill_depth_mm,15.3
Gentoo,Biscoe,male,2008,flipper_length_mm,224
Gentoo,Biscoe,male,2008,body_mass_g,5550
Gentoo,Biscoe,female,2008,bill_length_mm,45.3
Gentoo,Biscoe,female,2008,bill_depth_mm,13.8
Gentoo,Biscoe,female,2008,flipper_length_mm,208
Gentoo,Biscoe,female,2008,body_mass_g,4200
Gentoo,Biscoe,male,2008,bill_length_mm,46.2
Gentoo,Biscoe,male,2008,bill_depth_mm,14.9
Gentoo,Biscoe,male,2008,flipper_length_mm,221
Gentoo,Biscoe,male,2008,body_mass_g,5300
Gentoo,Biscoe,female,2008,bill_length_mm,45.7
Gentoo,Biscoe,female,2008,bill_depth_mm,13.9
Gentoo,Biscoe,female,2008,flipper_length_mm,214
Gentoo,Biscoe,female,2008,body_mass_g,4400
Gentoo,Biscoe,male,2008,bill_length_mm,54.3
Gentoo,Biscoe,male,2008,bill_depth_mm,15.7
Gentoo,Biscoe,male,2008,flipper_length_mm,231
Gentoo,Biscoe,male,2008,body_mass_g,5650
Gentoo,Biscoe,female,2008,bill_length_mm,45.8
Gentoo,Biscoe,female,2008,bill_depth_mm,14.2
Gentoo,Biscoe,female,2008,flipper_length_mm,219
Gentoo,Biscoe,female,2008,body_mass_g,4700
Gentoo,Biscoe,male,2008,bill_length_mm,49.8
Gentoo,Biscoe,male,2008,bill_depth_mm,16.8
Gentoo,Biscoe,male,2008,flipper_length_mm,230
Gentoo,Biscoe,male,2008,body_mass_g,5700
Gentoo,Biscoe,NA,2008,bill_length_mm,46.2
Gentoo,Biscoe,NA,2008,bill_depth_mm,14.4
Gentoo,Biscoe,NA,2008,flipper_length_mm,214
Gentoo,Biscoe,NA,2008,body_mass_g,4650
Gentoo,Biscoe,male,2008,bill_length_mm,49.5
Gentoo,Biscoe,male,2008,bill_depth_mm,16.2
Gentoo,Biscoe,male,2008,flipper_length_mm,229
Gentoo,Biscoe,male,2008,body_mass_g,5800
Gentoo,Biscoe,female,2008,bill_length_mm,43.5
Gentoo,Biscoe,female,2008,bill_depth_mm,14.2
Gentoo,Biscoe,female,2008,flipper_length_mm,220
Gentoo,Biscoe,female,2008,body_mass_g,4700
Gentoo,Biscoe,male,2008,bill_length_mm,50.7
Gentoo,Biscoe,male,2008,bill_depth_mm,15
Gentoo,Biscoe,male,2008,flipper_length_mm,223
Gentoo,Biscoe,male,2008,body_mass_g,5550
Gentoo,Biscoe,female,2008,bill_length_mm,47.7
Gentoo,Biscoe,female,2008,bill_depth_mm,15
Gentoo,Biscoe,female,2008,flipper_length_mm,216
Gentoo,Biscoe,female,2008,body_mass_g,4750
Gentoo,Biscoe,male,2008,bill_length_mm,46.4
Gentoo,Biscoe,male,2008,bill_depth_mm,15.6
Gentoo,Biscoe,male,2008,flipper_length_mm,221
Gentoo,Biscoe,male,2008,body_mass_g,5000
Gentoo,Biscoe,male,2008,bill_length_mm,48.2
Gentoo,Biscoe,male,2008,bill_depth_mm,15.6
Gentoo,Biscoe,male,2008,flipper_length_mm,221
Gentoo,Biscoe,male,2008,body_mass_g,5100
Gentoo,Biscoe,female,2008,bill_length_mm,46.5
Gentoo,Biscoe,female,2008,bill_depth_mm,14.8
Gentoo,Biscoe,female,2008,flipper_length_mm,217
Gentoo,Biscoe,female,2008,body_mass_g,5200
Gentoo,Biscoe,female,2008,bill_length_mm,46.4
Gentoo,Biscoe,female,2008,bill_depth_mm,15
Gentoo,Biscoe,female,2008,flipper_length_mm,216
Gentoo,Biscoe,female,2008,body_mass_g,4700
Gentoo,Biscoe,male,2008,bill_length_mm,48.6
Gentoo,Biscoe,male,2008,bill_depth_mm,16
Gentoo,Biscoe,male,2008,flipper_length_mm,230
Gentoo,Biscoe,male,2008,body_mass_g,5800
Gentoo,Biscoe,female,2008,bill_length_mm,47.5
Gentoo,Biscoe,female,2008,bill_depth_mm,14.2
Gentoo,Biscoe,female,2008,flipper_length_mm,209
Gentoo,Biscoe,female,2008,body_mass_g,4600
Gentoo,Biscoe,male,2008,bill_length_mm,51.1
Gentoo,Biscoe,male,2008,bill_depth_mm,16.3
Gentoo,Biscoe,male,2008,flipper_length_mm,220
Gentoo,Biscoe,male,2008,body_mass_g,6000
Gentoo,Biscoe,female,2008,bill_length_mm,45.2
Gentoo,Biscoe,female,2008,bill_depth_mm,13.8
