species,island,sex,year,measurement,value
Gentoo,Biscoe,female,2008,flipper_length_mm,215
Gentoo,Biscoe,female,2008,body_mass_g,4750
Gentoo,Biscoe,male,2008,bill_length_mm,45.2
Gentoo,Biscoe,male,2008,bill_depth_mm,16.4
Gentoo,Biscoe,male,2008,flipper_length_mm,223
Gentoo,Biscoe,male,2008,body_mass_g,5950
Gentoo,Biscoe,female,2009,bill_length_mm,49.1
Gentoo,Biscoe,female,2009,bill_depth_mm,14.5
Gentoo,Biscoe,female,2009,flipper_length_mm,212
Gentoo,Biscoe,female,2009,body_mass_g,4625
Gentoo,Biscoe,male,2009,bill_length_mm,52.5
Gentoo,Biscoe,male,2009,bill_depth_mm,15.6
Gentoo,Biscoe,male,2009,flipper_length_mm,221
Gentoo,Biscoe,male,2009,body_mass_g,5450
Gentoo,Biscoe,female,2009,bill_length_mm,47.4
Gentoo,Biscoe,female,2009,bill_depth_mm,14.6
Gentoo,Biscoe,female,2009,flipper_length_mm,212
Gentoo,Biscoe,female,2009,body_mass_g,4725
Gentoo,Biscoe,male,2009,bill_length_mm,50
Gentoo,Biscoe,male,2009,bill_depth_mm,15.9
Gentoo,Biscoe,male,2009,flipper_length_mm,224
Gentoo,Biscoe,male,2009,body_mass_g,5350
Gentoo,Biscoe,female,2009,bill_length_mm,44.9
Gentoo,Biscoe,female,2009,bill_depth_mm,13.8
Gentoo,Biscoe,female,2009,flipper_length_mm,212
Gentoo,Biscoe,female,2009,body_mass_g,4750
Gentoo,Biscoe,male,2009,bill_length_mm,50.8
Gentoo,Biscoe,male,2009,bill_depth_mm,17.3
Gentoo,Biscoe,male,2009,flipper_length_mm,228
Gentoo,Biscoe,male,2009,body_mass_g,5600
Gentoo,Biscoe,female,2009,bill_length_mm,43.4
Gentoo,Biscoe,female,2009,bill_depth_mm,14.4
Gentoo,Biscoe,female,2009,flipper_length_mm,218
Gentoo,Biscoe,female,2009,body_mass_g,4600
Gentoo,Biscoe,male,2009,bill_length_mm,51.3
Gentoo,Biscoe,male,2009,bill_depth_mm,14.2
Gentoo,Biscoe,male,2009,flipper_length_mm,218
Gentoo,Biscoe,male,2009,body_mass_g,5300
Gentoo,Biscoe,female,2009,bill_length_mm,47.5
Gentoo,Biscoe,female,2009,bill_depth_mm,14
Gentoo,Biscoe,female,2009,flipper_length_mm,212
Gentoo,Biscoe,female,2009,body_mass_g,4875
Gentoo,Biscoe,male,2009,bill_length_mm,52.1
Gentoo,Biscoe,male,2009,bill_depth_mm,17
Gentoo,Biscoe,male,2009,flipper_length_mm,230
Gentoo,Biscoe,male,2009,body_mass_g,5550
Gentoo,Biscoe,female,2009,bill_length_mm,47.5
Gentoo,Biscoe,female,2009,bill_depth_mm,15
Gentoo,Biscoe,female,2009,flipper_length_mm,218
Gentoo,Biscoe,female,2009,body_mass_g,4950
Gentoo,Biscoe,male,2009,bill_length_mm,52.2
Gentoo,Biscoe,male,2009,bill_depth_mm,17.1
Gentoo,Biscoe,male,2009,flipper_length_mm,228
Gentoo,Biscoe,male,2009,body_mass_g,5400
Gentoo,Biscoe,female,2009,bill_length_mm,45.5
Gentoo,Biscoe,female,2009,bill_depth_mm,14.5
Gentoo,Biscoe,female,2009,flipper_length_mm,212
Gentoo,Biscoe,female,2009,body_mass_g,4750
Gentoo,Biscoe,male,2009,bill_length_mm,49.5
Gentoo,Biscoe,male,2009,bill_depth_mm,16.1
Gentoo,Biscoe,male,2009,flipper_length_mm,224
Gentoo,Biscoe,male,2009,body_mass_g,5650
Gentoo,Biscoe,female,2009,bill_length_mm,44.5
Gentoo,Biscoe,female,2009,bill_depth_mm,14.7
Gentoo,Biscoe,female,2009,flipper_length_mm,214
Gentoo,Biscoe,female,2009,body_mass_g,4850
Gentoo,Biscoe,male,2009,bill_length_mm,50.8
Gentoo,Biscoe,male,2009,bill_depth_mm,15.7
Gentoo,Biscoe,male,2009,flipper_length_mm,226
Gentoo,Biscoe,male,2009,body_mass_g,5200
Gentoo,Biscoe,male,2009,bill_length_mm,49.4
Gentoo,Biscoe,male,2009,bill_depth_mm,15.8
Gentoo,Biscoe,male,2009,flipper_length_mm,216
Gentoo,Biscoe,male,2009,body_mass_g,4925
Gentoo,Biscoe,female,2009,bill_length_mm,46.9
Gentoo,Biscoe,female,2009,bill_depth_mm,14.6
Gentoo,Biscoe,female,2009,flipper_length_mm,222
Gentoo,Biscoe,female,2009,body_mass_g,4875
Gentoo,Biscoe,female,2009,bill_length_mm,48.4
Gentoo,Biscoe,female,2009,bill_depth_mm,14.4
Gentoo,Biscoe,female,2009,flipper_length_mm,203
Gentoo,Biscoe,female,2009,body_mass_g,4625
Gentoo,Biscoe,male,2009,bill_length_mm,51.1
Gentoo,Biscoe,male,2009,bill_depth_mm,16.5
Gentoo,Biscoe,male,2009,flipper_length_mm,225
Gentoo,Biscoe,male,2009,body_mass_g,5250
Gentoo,Biscoe,female,2009,bill_length_mm,48.5
Gentoo,Biscoe,female,2009,bill_depth_mm,15
Gentoo,Biscoe,female,2009,flipper_length_mm,219
Gentoo,Biscoe,female,2009,body_mass_g,4850
Gentoo,Biscoe,male,2009,bill_length_mm,55.9
Gentoo,Biscoe,male,2009,bill_depth_mm,17
Gentoo,Biscoe,male,2009,flipper_length_mm,228
Gentoo,Biscoe,male,2009,body_mass_g,5600
Gentoo,Biscoe,female,2009,bill_length_mm,47.2
Gentoo,Biscoe,female,2009,bill_depth_mm,15.5
Gentoo,Biscoe,female,2009,flipper_length_mm,215
Gentoo,Biscoe,female,2009,body_mass_g,4975
Gentoo,Biscoe,male,2009,bill_length_mm,49.1
Gentoo,Biscoe,male,2009,bill_depth_mm,15
Gentoo,Biscoe,male,2009,flipper_length_mm,228
Gentoo,Biscoe,male,2009,body_mass_g,5500
Gentoo,Biscoe,NA,2009,bill_length_mm,47.3
Gentoo,Biscoe,NA,2009,bill_depth_mm,13.8
Gentoo,Biscoe,NA,2009,flipper_length_mm,216
Gentoo,Biscoe,NA,2009,body_mass_g,4725
Gentoo,Biscoe,male,2009,bill_length_mm,46.8
Gentoo,Biscoe,male,2009,bill_depth_mm,16.1
Gentoo,Biscoe,male,2009,flipper_length_mm,215
Gentoo,Biscoe,male,2009,body_mass_g,5500
Gentoo,Biscoe,female,2009,bill_length_mm,41.7
Gentoo,Biscoe,female,2009,bill_depth_mm,14.7
Gentoo,Biscoe,female,2009,flipper_length_mm,210
Gentoo,Biscoe,female,2009,body_mass_g,4700
Gentoo,Biscoe,male,2009,bill_length_mm,53.4
Gentoo,Biscoe,male,2009,bill_depth_mm,15.8
Gentoo,Biscoe,male,2009,flipper_length_mm,219
Gentoo,Biscoe,male,2009,body_mass_g,5500
Gentoo,Biscoe,female,2009,bill_length_mm,43.3
Gentoo,Biscoe,female,2009,bill_depth_mm,14
Gentoo,Biscoe,female,2009,flipper_length_mm,208
Gentoo,Biscoe,female,2009,body_mass_g,4575
Gentoo,Biscoe,male,2009,bill_length_mm,48.1
Gentoo,Biscoe,male,2009,bill_depth_mm,15.1
Gentoo,Biscoe,male,2009,flipper_length_mm,209
Gentoo,Biscoe,male,2009,body_mass_g,5500
Gentoo,Biscoe,female,2009,bill_length_mm,50.5
Gentoo,Biscoe,female,2009,bill_depth_mm,15.2
Gentoo,Biscoe,female,2009,flipper_length_mm,216
Gentoo,Biscoe,female,2009,body_mass_g,5000
Gentoo,Biscoe,male,2009,bill_length_mm,49.8
Gentoo,Biscoe,male,2009,bill_depth_mm,15.9
Gentoo,Biscoe,male,2009,flipper_length_mm,229
Gentoo,Biscoe,male,2009,body_mass_g,5950
Gentoo,Biscoe,female,2009,bill_length_mm,43.5
Gentoo,Biscoe,female,2009,bill_depth_mm,15.2
Gentoo,Biscoe,female,2009,flipper_length_mm,213
Gentoo,Biscoe,female,2009,body_mass_g,4650
Gentoo,Biscoe,male,2009,bill_length_mm,51.5
Gentoo,Biscoe,male,2009,bill_depth_mm,16.3
Gentoo,Biscoe,male,2009,flipper_length_mm,230
Gentoo,Biscoe,male,2009,body_mass_g,5500
Gentoo,Biscoe,female,2009,bill_length_mm,46.2
Gentoo,Biscoe,female,2009,bill_depth_mm,14.1
Gentoo,Biscoe,female,2009,flipper_length_mm,217
Gentoo,Biscoe,female,2009,body_mass_g,4375
Gentoo,Biscoe,male,2009,bill_length_mm,55.1
Gentoo,Biscoe,male,2009,bill_depth_mm,16
Gentoo,Biscoe,male,2009,flipper_length_mm,230
Gentoo,Biscoe,male,2009,body_mass_g,5850
Gentoo,Biscoe,NA,2009,bill_length_mm,44.5
Gentoo,Biscoe,NA,2009,bill_depth_mm,15.7
Gentoo,Biscoe,NA,2009,flipper_length_mm,217
Gentoo,Biscoe,NA,2009,body_mass_g,4875
Gentoo,Biscoe,male,2009,bill_length_mm,48.8
Gentoo,Biscoe,male,2009,bill_depth_mm,16.2
Gentoo,Biscoe,male,2009,flipper_length_mm,222
Gentoo,Biscoe,male,2009,body_mass_g,6000
Gentoo,Biscoe,female,2009,bill_length_mm,47.2
Gentoo,Biscoe,female,2009,bill_depth_mm,13.7
Gentoo,Biscoe,female,2009,flipper_length_mm,214
Gentoo,Biscoe,female,2009,body_mass_g,4925
Gentoo,Biscoe,NA,2009,bill_length_mm,NA
Gentoo,Biscoe,NA,2009,bill_depth_mm,NA
Gentoo,Biscoe,NA,2009,flipper_length_mm,NA
Gentoo,Biscoe,NA,2009,body_mass_g,NA
Gentoo,Biscoe,female,2009,bill_length_mm,46.8
Gentoo,Biscoe,female,2009,bill_depth_mm,14.3
Gentoo,Biscoe,female,2009,flipper_length_mm,215
Gentoo,Biscoe,female,2009,body_mass_g,4850
Gentoo,Biscoe,male,2009,bill_length_mm,50.4
Gentoo,Biscoe,male,2009,bill_depth_mm,15.7
Gentoo,Biscoe,male,2009,flipper_length_mm,222
Gentoo,Biscoe,male,2009,body_mass_g,5750
Gentoo,Biscoe,female,2009,bill_length_mm,45.2
Gentoo,Biscoe,female,2009,bill_depth_mm,14.8
Gentoo,Biscoe,female,2009,flipper_length_mm,212
Gentoo,Biscoe,female,2009,body_mass_g,5200
Gentoo,Biscoe,male,2009,bill_length_mm,49.9
Gentoo,Biscoe,male,2009,bill_depth_mm,16.1
Gentoo,Biscoe,male,2009,flipper_length_mm,213
Gentoo,Biscoe,male,2009,body_mass_g,5400
Chinstrap,Dream,female,2007,bill_length_mm,46.5
Chinstrap,Dream,female,2007,bill_depth_mm,17.9
Chinstrap,Dream,female,2007,flipper_length_mm,192
Chinstrap,Dream,female,2007,body_mass_g,3500
Chinstrap,Dream,male,2007,bill_length_mm,50
Chinstrap,Dream,male,2007,bill_depth_mm,19.5
Chinstrap,Dream,male,2007,flipper_length_mm,196
Chinstrap,Dream,male,2007,body_mass_g,3900
Chinstrap,Dream,male,2007,bill_length_mm,51.3
Chinstrap,Dream,male,2007,bill_depth_mm,19.2
Chinstrap,Dream,male,2007,flipper_length_mm,193
Chinstrap,Dream,male,2007,body_mass_g,3650
Chinstrap,Dream,female,2007,bill_length_mm,45.4
Chinstrap,Dream,female,2007,bill_depth_mm,18.7
Chinstrap,Dream,female,2007,flipper_length_mm,188
Chinstrap,Dream,female,2007,body_mass_g,3525
Chinstrap,Dream,male,2007,bill_length_mm,52.7
Chinstrap,Dream,male,2007,bill_depth_mm,19.8
Chinstrap,Dream,male,2007,flipper_length_mm,197
Chinstrap,Dream,male,2007,body_mass_g,3725
Chinstrap,Dream,female,2007,bill_length_mm,45.2
Chinstrap,Dream,female,2007,bill_depth_mm,17.8
Chinstrap,Dream,female,2007,flipper_length_mm,198
Chinstrap,Dream,female,2007,body_mass_g,3950
Chinstrap,Dream,female,2007,bill_length_mm,46.1
Chinstrap,Dream,female,2007,bill_depth_mm,18.2
Chinstrap,Dream,female,2007,flipper_length_mm,178
Chinstrap,Dream,female,2007,body_mass_g,3250
Chinstrap,Dream,male,2007,bill_length_mm,51.3
Chinstrap,Dream,male,2007,bill_depth_mm,18.2
Chinstrap,Dream,male,2007,flipper_length_mm,197
Chinstrap,Dream,male,2007,body_mass_g,3750
Chinstrap,Dream,female,2007,bill_length_mm,46
Chinstrap,Dream,female,2007,bill_depth_mm,18.9
Chinstrap,Dream,female,2007,flipper_length_mm,195
Chinstrap,Dream,female,2007,body_mass_g,4150
Chinstrap,Dream,male,2007,bill_length_mm,51.3
Chinstrap,Dream,male,2007,bill_depth_mm,19.9
Chinstrap,Dream,male,2007,flipper_length_mm,198
Chinstrap,Dream,male,2007,body_mass_g,3700
Chinstrap,Dream,female,2007,bill_length_mm,46.6
Chinstrap,Dream,female,2007,bill_depth_mm,17.8
Chinstrap,Dream,female,2007,flipper_length_mm,193
Chinstrap,Dream,female,2007,body_mass_g,3800
Chinstrap,Dream,male,2007,bill_length_mm,51.7
Chinstrap,Dream,male,2007,bill_depth_mm,20.3
Chinstrap,Dream,male,2007,flipper_length_mm,194
Chinstrap,Dream,male,2007,body_mass_g,3775
Chinstrap,Dream,female,2007,bill_length_mm,47
Chinstrap,Dream,female,2007,bill_depth_mm,17.3
Chinstrap,Dream,female,2007,flipper_length_mm,185
Chinstrap,Dream,female,2007,body_mass_g,3700
Chinstrap,Dream,male,2007,bill_length_mm,52
Chinstrap,Dream,male,2007,bill_depth_mm,18.1
Chinstrap,Dream,male,2007,flipper_length_mm,201
Chinstrap,Dream,male,2007,body_mass_g,4050
Chinstrap,Dream,female,2007,bill_length_mm,45.9
Chinstrap,Dream,female,2007,bill_depth_mm,17.1
Chinstrap,Dream,female,2007,flipper_length_mm,190
Chinstrap,Dream,female,2007,body_mass_g,3575
Chinstrap,Dream,male,2007,bill_length_mm,50.5
Chinstrap,Dream,male,2007,bill_depth_mm,19.6
Chinstrap,Dream,male,2007,flipper_length_mm,201
Chinstrap,Dream,male,2007,body_mass_g,4050
Chinstrap,Dream,male,2007,bill_length_mm,50.3
Chinstrap,Dream,male,2007,bill_depth_mm,20
Chinstrap,Dream,male,2007,flipper_length_mm,197
Chinstrap,Dream,male,2007,body_mass_g,3300
Chinstrap,Dream,female,2007,bill_length_mm,58
Chinstrap,Dream,female,2007,bill_depth_mm,17.8
Chinstrap,Dream,female,2007,flipper_length_mm,181
Chinstrap,Dream,female,2007,body_mass_g,3700
Chinstrap,Dream,female,2007,bill_length_mm,46.4
Chinstrap,Dream,female,2007,bill_depth_mm,18.6
Chinstrap,Dream,female,2007,flipper_length_mm,190
Chinstrap,Dream,female,2007,body_mass_g,3450
Chinstrap,Dream,male,2007,bill_length_mm,49.2
Chinstrap,Dream,male,2007,bill_depth_mm,18.2
Chinstrap,Dream,male,2007,flipper_length_mm,195
Chinstrap,Dream,male,2007,body_mass_g,4400
Chinstrap,Dream,female,2007,bill_length_mm,42.4
Chinstrap,Dream,female,2007,bill_depth_mm,17.3
Chinstrap,Dream,female,2007,flipper_length_mm,181
Chinstrap,Dream,female,2007,body_mass_g,3600
Chinstrap,Dream,male,2007,bill_length_mm,48.5
Chinstrap,Dream,male,2007,bill_depth_mm,17.5
Chinstrap,Dream,male,2007,flipper_length_mm,191
Chinstrap,Dream,male,2007,body_mass_g,3400
Chinstrap,Dream,female,2007,bill_length_mm,43.2
Chinstrap,Dream,female,2007,bill_depth_mm,16.6
Chinstrap,Dream,female,2007,flipper_length_mm,187
Chinstrap,Dream,female,2007,body_mass_g,2900
Chinstrap,Dream,male,2007,bill_length_mm,50.6
Chinstrap,Dream,male,2007,bill_depth_mm,19.4
Chinstrap,Dream,male,2007,flipper_length_mm,193
Chinstrap,Dream,male,2007,body_mass_g,3800
Chinstrap,Dream,female,2007,bill_length_mm,46.7
Chinstrap,Dream,female,2007,bill_depth_mm,17.9
Chinstrap,Dream,female,2007,flipper_length_mm,195
Chinstrap,Dream,female,2007,body_mass_g,3300
Chinstrap,Dream,male,2007,bill_length_mm,52
Chinstrap,Dream,male,2007,bill_depth_mm,19
Chinstrap,Dream,male,2007,flipper_length_mm,197
Chinstrap,Dream,male,2007,body_mass_g,4150
Chinstrap,Dream,female,2008,bill_length_mm,50.5
Chinstrap,Dream,female,2008,bill_depth_mm,18.4
Chinstrap,Dream,female,2008,flipper_length_mm,200
Chinstrap,Dream,female,2008,body_mass_g,3400
Chinstrap,Dream,male,2008,bill_length_mm,49.5
Chinstrap,Dream,male,2008,bill_depth_mm,19
Chinstrap,Dream,male,2008,flipper_length_mm,200
Chinstrap,Dream,male,2008,body_mass_g,3800
Chinstrap,Dream,female,2008,bill_length_mm,46.4
Chinstrap,Dream,female,2008,bill_depth_mm,17.8
Chinstrap,Dream,female,2008,flipper_length_mm,191
Chinstrap,Dream,female,2008,body_mass_g,3700
Chinstrap,Dream,male,2008,bill_length_mm,52.8
Chinstrap,Dream,male,2008,bill_depth_mm,20
Chinstrap,Dream,male,2008,flipper_length_mm,205
Chinstrap,Dream,male,2008,body_mass_g,4550
Chinstrap,Dream,female,2008,bill_length_mm,40.9
Chinstrap,Dream,female,2008,bill_depth_mm,16.6
Chinstrap,Dream,female,2008,flipper_length_mm,187
Chinstrap,Dream,female,2008,body_mass_g,3200
Chinstrap,Dream,male,2008,bill_length_mm,54.2
Chinstrap,Dream,male,2008,bill_depth_mm,20.8
Chinstrap,Dream,male,2008,flipper_length_mm,201
Chinstrap,Dream,male,2008,body_mass_g,4300
Chinstrap,Dream,female,2008,bill_length_mm,42.5
Chinstrap,Dream,female,2008,bill_depth_mm,16.7
Chinstrap,Dream,female,2008,flipper_length_mm,187
Chinstrap,Dream,female,2008,body_mass_g,3350
Chinstrap,Dream,male,2008,bill_length_mm,51
Chinstrap,Dream,male,2008,bill_depth_mm,18.8
Chinstrap,Dream,male,2008,flipper_length_mm,203
Chinstrap,Dream,male,2008,body_mass_g,4100
Chinstrap,Dream,male,2008,bill_length_mm,49.7
Chinstrap,Dream,male,2008,bill_depth_mm,18.6
Chinstrap,Dream,male,2008,flipper_length_mm,195
Chinstrap,Dream,male,2008,body_mass_g,3600
Chinstrap,Dream,female,2008,bill_length_mm,47.5
Chinstrap,Dream,female,2008,bill_depth_mm,16.8
Chinstrap,Dream,female,2008,flipper_length_mm,199
Chinstrap,Dream,female,2008,body_mass_g,3900
Chinstrap,Dream,female,2008,bill_length_mm,47.6
Chinstrap,Dream,female,2008,bill_depth_mm,18.3
Chinstrap,Dream,female,2008,flipper_length_mm,195
Chinstrap,Dream,female,2008,body_mass_g,3850
Chinstrap,Dream,male,2008,bill_length_mm,52
Chinstrap,Dream,male,2008,bill_depth_mm,20.7
Chinstrap,Dream,male,2008,flipper_length_mm,210
Chinstrap,Dream,male,2008,body_mass_g,4800
Chinstrap,Dream,female,2008,bill_length_mm,46.9
Chinstrap,Dream,female,2008,bill_depth_mm,16.6
Chinstrap,Dream,female,2008,flipper_length_mm,192
Chinstrap,Dream,female,2008,body_mass_g,2700
Chinstrap,Dream,male,2008,bill_length_mm,53.5
Chinstrap,Dream,male,2008,bill_depth_mm,19.9
Chinstrap,Dream,male,2008,flipper_length_mm,205
Chinstrap,Dream,male,2008,body_mass_g,4500
Chinstrap,Dream,male,2008,bill_length_mm,49
Chinstrap,Dream,male,2008,bill_depth_mm,19.5
Chinstrap,Dream,male,2008,flipper_length_mm,210
Chinstrap,Dream,male,2008,body_mass_g,3950
Chinstrap,Dream,female,2008,bill_length_mm,46.2
Chinstrap,Dream,female,2008,bill_depth_mm,17.5
Chinstrap,Dream,female,2008,flipper_length_mm,187
Chinstrap,Dream,female,2008,body_mass_g,3650
Chinstrap,Dream,male,2008,bill_length_mm,50.9
Chinstrap,Dream,male,2008,bill_depth_mm,19.1
Chinstrap,Dream,male,2008,flipper_length_mm,196
Chinstrap,Dream,male,2008,body_mass_g,3550
Chinstrap,Dream,female,2008,bill_length_mm,45.5
Chinstrap,Dream,female,2008,bill_depth_mm,17
Chinstrap,Dream,female,2008,flipper_length_mm,196
Chinstrap,Dream,female,2008,body_mass_g,3500
Chinstrap,Dream,female,2009,bill_length_mm,50.9
Chinstrap,Dream,female,2009,bill_depth_mm,17.9
Chinstrap,Dream,female,2009,flipper_length_mm,196
Chinstrap,Dream,female,2009,body_mass_g,3675
Chinstrap,Dream,male,2009,bill_length_mm,50.8
Chinstrap,Dream,male,2009,bill_depth_mm,18.5
Chinstrap,Dream,male,2009,flipper_length_mm,201
Chinstrap,Dream,male,2009,body_mass_g,4450
Chinstrap,Dream,female,2009,bill_length_mm,50.1
Chinstrap,Dream,female,2009,bill_depth_mm,17.9
Chinstrap,Dream,female,2009,flipper_length_mm,190
Chinstrap,Dream,female,2009,body_mass_g,3400
Chinstrap,Dream,male,2009,bill_length_mm,49
Chinstrap,Dream,male,2009,bill_depth_mm,19.6
Chinstrap,Dream,male,2009,flipper_length_mm,212
Chinstrap,Dream,male,2009,body_mass_g,4300
Chinstrap,Dream,male,2009,bill_length_mm,51.5
Chinstrap,Dream,male,2009,bill_depth_mm,18.7
Chinstrap,Dream,male,2009,flipper_length_mm,187
Chinstrap,Dream,male,2009,body_mass_g,3250
Chinstrap,Dream,female,2009,bill_length_mm,49.8
Chinstrap,Dream,female,2009,bill_depth_mm,17.3
Chinstrap,Dream,female,2009,flipper_length_mm,198
Chinstrap,Dream,female,2009,body_mass_g,3675
Chinstrap,Dream,female,2009,bill_length_mm,48.1
Chinstrap,Dream,female,2009,bill_depth_mm,16.4
Chinstrap,Dream,female,2009,flipper_length_mm,199
Chinstrap,Dream,female,2009,body_mass_g,3325
Chinstrap,Dream,male,2009,bill_length_mm,51.4
Chinstrap,Dream,male,2009,bill_depth_mm,19
Chinstrap,Dream,male,2009,flipper_length_mm,201
Chinstrap,Dream,male,2009,body_mass_g,3950
Chinstrap,Dream,female,2009,bill_length_mm,45.7
Chinstrap,Dream,female,2009,bill_depth_mm,17.3
Chinstrap,Dream,female,2009,flipper_length_mm,193
Chinstrap,Dream,female,2009,body_mass_g,3600
Chinstrap,Dream,male,2009,bill_length_mm,50.7
Chinstrap,Dream,male,2009,bill_depth_mm,19.7
Chinstrap,Dream,male,2009,flipper_length_mm,203
Chinstrap,Dream,male,2009,body_mass_g,4050
Chinstrap,Dream,female,2009,bill_length_mm,42.5
Chinstrap,Dream,female,2009,bill_depth_mm,17.3
Chinstrap,Dream,female,2009,flipper_length_mm,187
Chinstrap,Dream,female,2009,body_mass_g,3350
Chinstrap,Dream,male,2009,bill_length_mm,52.2
Chinstrap,Dream,male,2009,bill_depth_mm,18.8
Chinstrap,Dream,male,2009,flipper_length_mm,197
Chinstrap,Dream,male,2009,body_mass_g,3450
Chinstrap,Dream,female,2009,bill_length_mm,45.2
Chinstrap,Dream,female,2009,bill_depth_mm,16.6
Chinstrap,Dream,female,2009,flipper_length_mm,191
Chinstrap,Dream,female,2009,body_mass_g,3250
Chinstrap,Dream,male,2009,bill_length_mm,49.3
Chinstrap,Dream,male,2009,bill_depth_mm,19.9
Chinstrap,Dream,male,2009,flipper_length_mm,203
Chinstrap,Dream,male,2009,body_mass_g,4050
Chinstrap,Dream,male,2009,bill_length_mm,50.2
Chinstrap,Dream,male,2009,bill_depth_mm,18.8
Chinstrap,Dream,male,2009,flipper_length_mm,202
Chinstrap,Dream,male,2009,body_mass_g,3800
Chinstrap,Dream,female,2009,bill_length_mm,45.6
Chinstrap,Dream,female,2009,bill_depth_mm,19.4
Chinstrap,Dream,female,2009,flipper_length_mm,194
Chinstrap,Dream,female,2009,body_mass_g,3525
Chinstrap,Dream,male,2009,bill_length_mm,51.9
Chinstrap,Dream,male,2009,bill_depth_mm,19.5
Chinstrap,Dream,male,2009,flipper_length_mm,206
Chinstrap,Dream,male,2009,body_mass_g,3950
Chinstrap,Dream,female,2009,bill_length_mm,46.8
Chinstrap,Dream,female,2009,bill_depth_mm,16.5
Chinstrap,Dream,female,2009,flipper_length_mm,189
Chinstrap,Dream,female,2009,body_mass_g,3650
Chinstrap,Dream,female,2009,bill_length_mm,45.7
Chinstrap,Dream,female,2009,bill_depth_mm,17
Chinstrap,Dream,female,2009,flipper_length_mm,195
Chinstrap,Dream,female,2009,body_mass_g,3650
Chinstrap,Dream,male,2009,bill_length_mm,55.8
Chinstrap,Dream,male,2009,bill_depth_mm,19.8
Chinstrap,Dream,male,2009,flipper_length_mm,207
Chinstrap,Dream,male,2009,body_mass_g,4000
Chinstrap,Dream,female,2009,bill_length_mm,43.5
Chinstrap,Dream,female,2009,bill_depth_mm,18.1
Chinstrap,Dream,female,2009,flipper_length_mm,202
Chinstrap,Dream,female,2009,body_mass_g,3400
Chinstrap,Dream,male,2009,bill_length_mm,49.6
Chinstrap,Dream,male,2009,bill_depth_mm,18.2
Chinstrap,Dream,male,2009,flipper_length_mm,193
Chinstrap,Dream,male,2009,body_mass_g,3775
Chinstrap,Dream,male,2009,bill_length_mm,50.8
Chinstrap,Dream,male,2009,bill_depth_mm,19
Chinstrap,Dream,male,2009,flipper_length_mm,210
Chinstrap,Dream,male,2009,body_mass_g,4100
Chinstrap,Dream,female,2009,bill_length_mm,50.2
Chinstrap,Dream,female,2009,bill_depth_mm,18.7
Chinstrap,Dream,female,2009,flipper_length_mm,198
Chinstrap,Dream,female,2009,body_mass_g,3775
